year,address,type,lat,long
2014,"united methodist church, 1021 route 16, piasa, il 62079",Church,39.11603945765171,-90.12988004478211
2014,"211 n school street, normal, il 61761",School,40.51311926191329,-88.98973406487073
2014,"1017 n school street, normal, il 61761",School,40.523164209370236,-88.99001129478432
2014,"522 south church street, waterloo, il 62298",Church,38.33061711705619,-90.15061920106365
2014,"522 s church st., waterloo, il 62298",Church,38.33061711705619,-90.15061920106365
2014,"grace united methodist church (brookville), 17725 w. chambers st, il",Church,42.048333099999994,-89.681152075
2014,"new hope baptist church, 706 1 st, coal valley, il 61240",Church,41.44575200582466,-90.46099407543988
2014,"118 westhaven school rd, belleville, il 62220",School,38.49042216781828,-89.9810989093117
2014,"1010 moye school rd, o fallon, il 62269",School,38.622731138912854,-89.88777497992066
2014,"5721 church rd, centreville, il 62207",Church,38.565109872153755,-90.11651632185351
2014,"116 church st, cahokia, il 62206",Church,38.56954449725504,-90.18884258345037
2014,"6733 robinson school rd, new athens, il 62264",School,38.37712254415089,-89.9445892420564
2014,"485 big creek church road, anna, il 62906",Church,37.41864402574453,-89.19069662604778
2014,"10033 plum hill church rd, nashville, il 62263",Church,38.36322602098795,-89.5088267250083
2014,"303 purdue ct, (gym entrance behind school), joliet, il",School,41.51583736403603,-88.13807946643738
2014,"3650 wschool st, chicago, il 60618",School,41.94107312780284,-87.71937072834334
2014,"3516 wschool st, chicago, il 60618",School,41.94114509384855,-87.71404475596734
2016,"timewell school gym, 211 w north st, timewell, il 72375",School,40.009857884462406,-90.87534962839732
2016,"old xenia grade school, 601 church st, xenia, il 62899",Church,38.639614760095185,-88.63498050217066
2016,"200 s church rd, bensenville, il 60106",Church,41.95353812143264,-87.95046474698415
2016,"24377 central school rd, jerseyville, il 62052",School,39.13402831569596,-90.42752720321653
2016,"18151 church lane, jerseyville, il 62052",Church,39.04596815192042,-90.25451397513257
2016,"567 church st, corner of church & griggs, bridgeport, il 62417",Church,38.7091654528171,-87.7569971243887
2016,"211 n school st, normal, il 61761",School,40.51311926191329,-88.98973406487073
2016,"1017 n school st, normal, il 61761",School,40.523164209370236,-88.99001129478432
2016,"8763 n. main st. (adeline), old stone school house, leaf river, il 61047",School,42.13925624742126,-89.49012143570098
2016,"860 w. oregon trail rd., church of god, oregon, il 61061",Church,42.0201324622044,-89.35583802366921
2016,"hillsdale united methodist church, 124 butzer, hillsdale, il 61257",Church,41.61459708719457,-90.1735087789977
2016,"1290 brushy creek church rd, galatia il 62935, galatia, il 62935",Church,37.794128942810175,-88.64795228167782
2016,"3555 crossroad school rd, eldorado il 62930, eldorado, il 62930",School,37.877389601383356,-88.43458541464656
2016,"10033 plum hill church rd, il",Church,38.36322602098795,-89.5088267250083
2018,"christ's church, 202 n olive, flora, il 62839",Church,38.672226007001655,-88.47888500436079
2018,"2810 school st, flossmoor, il 60422",School,41.544826706577396,-87.68471612342654
2018,"29625 church rd, sycamore, il 60178",Church,42.06161092150933,-88.76447812354098
2018,"1115 church rd, aurora, il 60505",Church,41.779839112324794,-88.29711484731769
2018,"8505 church st, crystal lake, il 60012",Church,42.26658193890995,-88.36404568906045
2018,"8783 n. main st. (adeline), old stone school house, leaf river, il 61047",School,42.13944306707771,-89.4901270494691
2018,"sacred city church, 1826 16 st, moline, il",Church,41.494625084000575,-90.51337707935352
2018,"1290 brushy creek church rd, galatia, il 62935",Church,37.794128942810175,-88.64795228167782
2018,"3555 crossroad school rd, eldorado, il 62930",School,37.877389601383356,-88.43458541464656
2018,"301 n school st, minier, il 61759",School,40.435734147515404,-89.31077476933615
2020,"20904 grade school rd, caledonia, il 61011",School,42.45509771112103,-88.87772785090414
2020,"101 n church st, thomasboro, il 61878",Church,40.23885160441648,-88.18393700438168
2020,"oak mound christian church, 987 shortleaf rd, xenia, il 62899",Church,38.67973077635605,-88.60706726443061
2020,"8505 church st, crystal lake, il 60012",Church,42.26658193890995,-88.36404568906045
2020,"11008 n church st, huntley, il 60142",Church,42.169315848225494,-88.42500724028713
2020,"immanuel lutheran church, 3300 24 st, rock island, il 61201",Church,41.477326086439405,-90.56737141311078
2020,"first church of the nazarene, 2921 38 st, rock island, il 61201",Church,41.48065911343872,-90.5475759661552
2020,"zion lutheran church, 18121 134 ave w, taylor ridge, il 61284",Church,41.38824263216247,-90.82056278920174
2020,"8303 concordia church rd., belleville, il 62223",Church,38.49877514841222,-90.07978867446201
2020,"424 lourdes church rd, metamora, il 61548, il",Church,40.79752017021849,-89.46245873944628
2014,"101 n church st, westville, in  46391",Church,41.59999259469669,-86.90435547800723
2014,"8598 e burgoon church rd, bloomington, in  47401",Church,39.055271465759745,-86.40706968062568
2016,"5378 helmsburg school rd, morgantown, in  46160",School,39.275802720213846,-86.29018802397115
2016,"5600 w patoka school rd, eckerty, in  47116",School,38.33133016380606,-86.58146416265697
2016,"517 church st., sweetser, in  46987",Church,40.57124483077426,-85.76497746819739
2018,"2020 n girls school rd, indianapolis, in  46214",School,39.79174414201327,-86.28873819163209
2018,"10581 s church street, stendal, in  47585",Church,38.26810692886909,-87.14211988770091
2020,"5600 w patoka school rd, eckerty in 47116",School,38.33133016380606,-86.58146416265697
2020,"202 e school st, st. paul  in 47272",School,39.43042231684285,-85.62619321761002
2020,"15025 stone church road, brookville in 470129729",Church,39.502372735298025,-85.06598146411125
2020,"401 s white church rd, princeton in 47670",Church,38.3481266472823,-87.61259857955105
2020,"517 church st., sweetser in 46987",Church,40.57124483077426,-85.76497746819739
2020,"11595 brooks school rd, fishers in 46037",School,39.957444132844614,-85.94235208444292
2020,"12500 brooks school rd, fishers in 46037",School,39.970098138580624,-85.94223873264207
2020,"400 church st, fortville in 46040",Church,39.93299983189445,-85.85413661387025
2020,"114 w. school st., leesburg in 46538",School,41.32836880733697,-85.85097360747613
2020,"1200 n girls school rd, indianapolis in 46214",School,39.786663453867675,-86.28866069574497
2020,"4902 n german church rd, lawrence in 46235",Church,39.844850376577995,-85.9725228454787
2020,"3000 n high school rd, indianapolis in 46224",School,39.80997265841876,-86.27009604319585
2020,"605 s high school rd, indianapolis in 46241",School,39.756635875,-86.269727375
2020,"2125 n german church rd, indianapolis in 46229",Church,39.79839027863477,-85.97148024747719
2020,"401 w meridian school rd, indianapolis in 46217",School,39.649454135212864,-86.16526952999544
2020,"8598 e burgoon church rd, bloomington in 47401",Church,39.055271465759745,-86.40706968062568
2020,"60 n. church st., poseyville in 47633",Church,38.17165436429883,-87.7843693331584
2020,"blue grass church 14240 petersburg rd, evansville in 47725",Church,38.10659528318689,-87.49885328753692
2020,"memorial baptist church; 605 canal st, evansville in 47713",Church,37.97314109605372,-87.55518991878506
2020,"cedar hall school; 2100 n fulton ave, evansville in 47710",School,37.997835092114144,-87.58088858303148
2020,"plaza park middle school; 7301 lincoln ave, evansville in 47715",School,37.969348334146844,-87.463180189517
2020,"zion church; 1800 s governor st, evansville in 47713",Church,37.95194443779218,-87.55976689909261
2014,"306 church st, webb, ia 51336",Church,42.949564875,-95.01308828124999
2014,"1 school lane, goose lake, ia 52750",School,41.96858346386517,-90.3813619285516
2014,"814 school st., des moines, ia 50309",School,41.59519145163739,-93.62873942811797
2014,"6900 school st., windsor heights, ia 50324",School,41.59537025787887,-93.71221815771338
2014,"135 school street, gilbert, ia 50105",School,42.106120625723065,-93.64119973225581
2014,"733 church st, ottumwa, ia 52501",Church,41.006748795705676,-92.42242329797449
2014,"405 school st, carlisle, ia 50047",School,41.4986395589051,-93.49008524668875
2018,"102 church st, ottumwa, ia 52501",Church,41.01404218962131,-92.41483869585642
2020,"501 church street, early, ia 50535",Church,42.46362318075762,-95.14619676561085
2014,239 page school rd pineville ky 40977,School,36.72917005,-83.64097330559844
2014,5422 bethlehem church rd blandville ky 42026,Church,36.94414381134857,-88.97409754474626
2014,271 hadley school rd bowling green ky 42101,School,37.05900493318421,-86.60663062420986
2014,6431 hopeful church rd florence ky 41042,Church,39.00012939111127,-84.65953572652086
2014,804 church st franklin ky 42134,Church,36.73529864844738,-86.58110125797162
2014,27 school st brodhead ky 40409,School,37.40340029166667,-84.41960602083333
2014,100 e somerset church rd somerset ky 42503,Church,37.10776358479859,-84.5994511896779
2014,280 white lily church rd somerset ky 42501,Church,37.06694886634705,-84.46460131596479
2014,7601 st andrews church rd louisville ky 40214,Church,38.1542134873057,-85.81183761914173
2014,51 cuba school rd mayfield ky 42066,School,36.582769259953864,-88.62524682939596
2014,320 beulah church rd hartford ky 42347,Church,37.5075586102393,-86.94739652585724
2014,300 school house rd georgetown ky 40324,School,38.186669949999995,-84.54034909017622
2014,225 church st n. middleton ky 40357,Church,38.144032479890825,-84.10897310945819
2014,102 school st e.bernstadt ky 40729,School,37.19019547734837,-84.11563312308448
2014,112 high school st hardin ky 42048,School,36.762257,-88.298987
2014,3315 church st covington ky 41015,Church,39.05158059381495,-84.50185670207708
2014,153 church st pikeville ky 41501,Church,37.51668980948915,-82.56533960618191
2014,3800 church st covington ky 41015,Church,39.04622721584366,-84.50187694241146
2014,87 zion church rd reynolds station ky 42368,Church,37.668479428919625,-86.7644550904559
2014,1 churchill dr fort thomas ky 41075,Church,39.080475862657124,-84.46578719118088
2014,65 church st artemus ky 40903,Church,36.83102985825362,-83.8397293286172
2014,180 brushy school rd varney ky 41571,School,37.66471493454526,-82.46993162115291
2014,204 church st stanford ky 40484,Church,37.5301783,-84.6610757
